
day,entity,product,price_tier,anticipation_method,payment_method,installments,amount_transacted,quantity_transactions,quantity_of_merchants
2025-01-19,PJ,tap,intermediary,D1Anticipation,credit,8,14191,4,4
2025-01-19,PJ,link,normal,D1Anticipation,credit,8,41765.91,33,33
2025-01-19,PF,pos,normal,D1Anticipation,credit,8,2823.65,4,4
2025-01-19,PJ,link,normal,D0/Nitro,credit,8,13794.53,12,12
2025-01-19,PJ,pos,aggressive,D1Anticipation,credit,8,57813.79,30,16
2025-01-19,PF,tap,normal,D0/Nitro,credit,8,279582.89,245,243
2025-01-19,PJ,tap,normal,D0/Nitro,credit,8,24001.84,19,19
2025-01-19,PJ,tap,aggressive,D1Anticipation,credit,8,39536.21,15,15
2025-01-19,PF,link,normal,D0/Nitro,credit,8,79667.91,60,60
2025-01-19,PF,link,normal,D1Anticipation,credit,8,85873.27,52,51
2025-01-19,PF,tap,normal,D1Anticipation,credit,9,201369.32,121,117
2025-01-19,PF,tap,normal,D0/Nitro,credit,9,80673.61,74,74
2025-01-19,PJ,tap,normal,D1Anticipation,credit,9,66859.19,31,29
2025-01-19,PJ,link,normal,D1Anticipation,credit,9,6925.03,7,7
2025-01-19,PF,link,normal,D0/Nitro,credit,9,28447.12,27,27
2025-01-19,PJ,pos,normal,D0/Nitro,credit,9,2840.6,2,2
2025-01-19,PJ,tap,normal,D0/Nitro,credit,9,14065.27,8,8
2025-01-19,PJ,pos,aggressive,D1Anticipation,credit,9,3909,2,2
2025-01-19,PJ,pos,normal,D1Anticipation,credit,9,104240.94,41,41
2025-01-19,PJ,tap,aggressive,D1Anticipation,credit,9,7140.29,4,4
2025-01-19,PJ,link,normal,D0/Nitro,credit,9,11307.65,9,9
2025-01-19,PJ,pos,intermediary,D1Anticipation,credit,9,5000,3,3
2025-01-19,PJ,tap,intermediary,D1Anticipation,credit,9,9600,1,1
2025-01-19,PF,pos,normal,D1Anticipation,credit,9,2677.98,1,1
2025-01-19,PJ,pos,domination,D1Anticipation,credit,9,5966.59,4,4
2025-01-19,PJ,link,intermediary,D0/Nitro,credit,9,1857,2,2
2025-01-19,PF,link,normal,D1Anticipation,credit,9,19891.29,13,13
2025-01-19,PJ,link,aggressive,D1Anticipation,credit,9,852.17,2,2
2025-01-19,PF,link,normal,D0/Nitro,credit,10,284264.21,225,219
2025-01-19,PJ,pos,intermediary,D1Anticipation,credit,10,340977.2,82,61
2025-01-19,PF,pos,normal,D1Anticipation,credit,10,29623.7,12,12
2025-01-19,PJ,tap,aggressive,D0/Nitro,credit,10,3115.58,2,1
2025-01-19,PF,tap,normal,D1Anticipation,credit,10,3260782.1,1903,1732
2025-01-19,PJ,pos,domination,D1Anticipation,credit,10,166567.05,47,35
2025-01-19,PJ,link,normal,D0/Nitro,credit,10,109576.07,58,58
2025-01-19,PF,tap,aggressive,D1Anticipation,credit,10,13068.48,5,5
2025-01-19,PF,link,intermediary,D1Anticipation,credit,10,5886.51,1,1
2025-01-19,PJ,tap,aggressive,D1Anticipation,credit,10,294960.6,76,59
2025-01-19,PJ,link,aggressive,D0/Nitro,credit,10,24878,5,4
2025-01-19,PJ,link,domination,D0/Nitro,credit,10,6390,2,1
2025-01-19,PF,link,normal,D1Anticipation,credit,10,267035.01,184,178
2025-01-19,PJ,tap,normal,D0/Nitro,credit,10,84895.31,51,48
2025-01-19,PJ,link,aggressive,D1Anticipation,credit,10,48667.4,25,21
2025-01-19,PJ,pos,normal,D0/Nitro,credit,10,92201.34,53,49
2025-01-19,PF,tap,normal,D0/Nitro,credit,10,978121.09,756,699
2025-01-19,PJ,pos,aggressive,D1Anticipation,credit,10,466316.49,156,114
2025-01-19,PF,tap,intermediary,D1Anticipation,credit,10,31130.54,6,4
2025-01-19,PJ,pos,aggressive,D0/Nitro,credit,10,8656.96,5,5
2025-01-19,PJ,link,domination,D1Anticipation,credit,10,31659.48,6,6
2025-01-19,PJ,link,intermediary,D1Anticipation,credit,10,19345.74,6,6
2025-01-19,PF,tap,domination,D1Anticipation,credit,10,2000,1,1
2025-01-19,PJ,pos,normal,D1Anticipation,credit,10,2632125.05,991,810
2025-01-19,PJ,link,normal,D1Anticipation,credit,10,337562.15,149,140
2025-01-19,PJ,tap,intermediary,D1Anticipation,credit,10,84347.24,19,17
2025-01-19,PJ,tap,domination,D1Anticipation,credit,10,31658.2,12,5
2025-01-19,PJ,link,intermediary,D0/Nitro,credit,10,6708,3,2
2025-01-19,PJ,tap,normal,D1Anticipation,credit,10,1352232.71,534,480
2025-01-19,PJ,pos,aggressive,D1Anticipation,credit,11,17500,4,4
2025-01-19,PJ,pos,intermediary,D1Anticipation,credit,11,40950,2,1
2025-01-19,PJ,link,normal,D1Anticipation,credit,11,4488.64,2,2
2025-01-19,PF,tap,normal,D1Anticipation,credit,11,104911.83,63,58
2025-01-19,PF,tap,normal,D0/Nitro,credit,11,16307.64,20,20
2025-01-19,PJ,tap,normal,D1Anticipation,credit,11,49397.8,20,19
2025-01-19,PF,link,normal,D0/Nitro,credit,11,5915.96,9,8
2025-01-19,PJ,link,normal,D0/Nitro,credit,11,1225.35,1,1
2025-01-19,PJ,tap,aggressive,D1Anticipation,credit,11,31365.06,2,2
2025-01-19,PF,link,normal,D1Anticipation,credit,11,8537.26,6,6
2025-01-19,PJ,pos,normal,D1Anticipation,credit,11,77098.26,26,22
2025-01-19,PJ,link,normal,D0/Nitro,credit,12,67839.46,57,56
2025-01-19,PJ,pos,normal,D1Anticipation,credit,12,1817745.68,525,404
2025-01-19,PJ,tap,aggressive,D0/Nitro,credit,12,11125.95,1,1
2025-01-19,PF,link,normal,D1Anticipation,credit,12,208038.33,137,132
2025-01-19,PJ,pos,domination,D1Anticipation,credit,12,106885.86,33,22
2025-01-19,PJ,tap,intermediary,D1Anticipation,credit,12,94349.96,13,12
2025-01-19,PF,pos,normal,D1Anticipation,credit,12,16516.48,8,8
2025-01-19,PJ,link,intermediary,D1Anticipation,credit,12,33840.66,9,9
2025-01-19,PF,tap,aggressive,D1Anticipation,credit,12,50372.6,7,4
2025-01-19,PF,tap,normal,D0/Nitro,credit,12,720647.38,558,509
2025-01-19,PJ,link,aggressive,D1Anticipation,credit,12,36230.25,12,12
2025-01-19,PJ,pos,aggressive,D1Anticipation,credit,12,301656.34,70,47
2025-01-19,PJ,link,normal,D1Anticipation,credit,12,154326.08,86,82
2025-01-19,PF,link,aggressive,D1Anticipation,credit,12,395.97,1,1
2025-01-19,PJ,tap,normal,D0/Nitro,credit,12,105412.26,48,42
2025-01-19,PJ,link,domination,D1Anticipation,credit,12,39015.95,5,4
2025-01-19,PJ,tap,normal,D1Anticipation,credit,12,1271878.29,316,282
2025-01-19,PF,tap,domination,D1Anticipation,credit,12,4111,2,2
2025-01-19,PJ,tap,aggressive,D1Anticipation,credit,12,165563.88,23,20
2025-01-19,PF,link,normal,D0/Nitro,credit,12,194974.04,198,188
2025-01-19,PJ,tap,domination,D1Anticipation,credit,12,68157.81,11,9
2025-01-19,PJ,pos,intermediary,D1Anticipation,credit,12,231020.26,50,31
2025-01-19,PF,tap,normal,D1Anticipation,credit,12,2234255.83,1069,964
2025-01-19,PJ,pos,normal,D0/Nitro,credit,12,42579.32,21,18
2025-01-19,PF,link,intermediary,D0/Nitro,credit,12,1800,1,1
2025-01-20,PJ,tap,aggressive,D0/Nitro,debit,1,10404.35,53,33
2025-01-20,PJ,tap,aggressive,D0/Nitro,credit,1,51311.6,79,59
2025-01-20,PJ,pix,domination,Pix,uninformed,1,1664086.14,13009,1180
2025-01-20,PF,pos,domination,D1Anticipation,debit,1,215.85,4,2
2025-01-20,PF,pix,intermediary,Pix,uninformed,1,4278,10,7
2025-01-20,PF,pix,aggressive,Pix,uninformed,1,5837.58,33,13
2025-01-20,PF,tap,domination,D0/Nitro,debit,1,30.71,1,1
2025-01-20,PJ,pos,normal,D1Anticipation,credit,1,9676634.7,129742,56182
2025-01-20,PJ,tap,normal,D0/Nitro,debit,1,332599.92,4819,2987
2025-01-20,PF,tap,aggressive,D1Anticipation,credit,1,37535.22,21,15
2025-01-20,PF,bank_slip,aggressive,Bank Slip,uninformed,1,1500,1,1
2025-01-20,PF,tap,domination,D1Anticipation,debit,1,339.8,10,3
2025-01-20,PF,tap,normal,D0/Nitro,credit,1,10166759.41,54610,41824
2025-01-20,PJ,pos,aggressive,D0/Nitro,debit,1,185636.76,5021,490
2025-01-20,PJ,tap,aggressive,D1Anticipation,debit,1,28528.81,168,124
2025-01-20,PF,bank_slip,normal,Bank Slip,uninformed,1,302952.95,411,295
2025-01-20,PJ,tap,intermediary,D0/Nitro,credit,1,26758.33,20,16
2025-01-20,PJ,pos,intermediary,D0/Nitro,credit,1,105070.75,1033,150
2025-01-20,PF,tap,intermediary,D1Anticipation,debit,1,1262.49,6,4
2025-01-20,PJ,bank_slip,aggressive,Bank Slip,uninformed,1,48958.84,16,13
2025-01-20,PF,pos,normal,D0/Nitro,debit,1,24486.9,901,194
2025-01-20,PF,tap,normal,D1Anticipation,debit,1,661939.09,14544,9268
2025-01-20,PJ,bank_slip,normal,Bank Slip,uninformed,1,443309.63,586,325
2025-01-20,PJ,link,normal,D1Anticipation,credit,1,1382417.62,3653,3303
2025-01-20,PJ,pos,normal,D0/Nitro,debit,1,1964857.38,57880,11625
2025-01-20,PJ,pos,domination,D1Anticipation,credit,1,1424498.79,9484,1322
2025-01-20,PF,pos,normal,D1Anticipation,debit,1,58729.09,1749,521
2025-01-20,PJ,tap,intermediary,D1Anticipation,credit,1,243999.71,94,64
2025-01-20,PF,pos,normal,D0/Nitro,credit,1,21372.92,315,146
2025-01-20,PJ,pos,intermediary,D0/Nitro,debit,1,105651.16,2624,184
2025-01-20,PF,tap,domination,D0/Nitro,credit,1,662,6,3
2025-01-20,PJ,tap,intermediary,D0/Nitro,debit,1,3948.99,4,4
2025-01-20,PF,link,aggressive,D0/Nitro,credit,1,343.92,2,2
2025-01-20,PF,pos,aggressive,D1Anticipation,credit,1,21294,7,5
2025-01-20,PJ,link,domination,D0/Nitro,credit,1,16721.88,13,6
2025-01-20,PF,tap,intermediary,D1Anticipation,credit,1,22095.1,11,9
2025-01-20,PF,link,domination,D1Anticipation,credit,1,119.99,2,2
2025-01-20,PJ,tap,domination,D0/Nitro,debit,1,125,2,1
2025-01-20,PF,link,normal,D1Anticipation,credit,1,751320.76,2796,2638
2025-01-20,PF,tap,aggressive,D0/Nitro,credit,1,9722.88,17,10
2025-01-20,PF,pos,aggressive,D0/Nitro,debit,1,648,1,1
2025-01-20,PJ,pos,intermediary,D1Anticipation,debit,1,2148705.92,35912,3522
2025-01-20,PJ,tap,domination,D1Anticipation,credit,1,213727.44,77,37
2025-01-20,PJ,pix,aggressive,Pix,uninformed,1,3117890.11,47704,6661
2025-01-20,PF,tap,normal,D0/Nitro,debit,1,2865697.14,43431,26706
2025-01-20,PF,tap,normal,D1Anticipation,credit,1,4208813.96,19024,15567
2025-01-20,PJ,tap,normal,D1Anticipation,credit,1,2046471.96,6508,5295
2025-01-20,PJ,pix,normal,Pix,uninformed,1,17639365.56,327127,60159
2025-01-20,PJ,pos,aggressive,D1Anticipation,debit,1,3493249.21,67965,8800
2025-01-20,PJ,tap,intermediary,D1Anticipation,debit,1,4560.42,63,37
2025-01-20,PJ,tap,domination,D1Anticipation,debit,1,2253.36,21,15
2025-01-20,PJ,tap,domination,D0/Nitro,credit,1,9696.02,6,6
2025-01-20,PF,tap,intermediary,D0/Nitro,credit,1,49766.19,9,7
2025-01-20,PF,tap,aggressive,D0/Nitro,debit,1,1085.86,16,7
2025-01-20,PJ,pos,domination,D0/Nitro,credit,1,26884.44,280,44
2025-01-20,PF,pos,aggressive,D1Anticipation,debit,1,124.5,7,2
2025-01-20,PJ,link,intermediary,D1Anticipation,credit,1,125524.04,206,166
2025-01-20,PJ,pos,domination,D1Anticipation,debit,1,1553675.47,18360,1433
2025-01-20,PJ,link,normal,D0/Nitro,credit,1,682485.88,1612,1484
2025-01-20,PF,link,aggressive,D1Anticipation,credit,1,219.21,1,1
2025-01-20,PF,pos,intermediary,D1Anticipation,credit,1,40,1,1
2025-01-20,PF,pix,normal,Pix,uninformed,1,2837917.2,23050,11440
2025-01-20,PJ,pix,intermediary,Pix,uninformed,1,2123239.9,24809,2765
2025-01-20,PJ,link,aggressive,D0/Nitro,credit,1,49520.55,43,35
2025-01-20,PJ,pos,normal,D1Anticipation,debit,1,11294781.57,268408,66313
2025-01-20,PF,tap,aggressive,D1Anticipation,debit,1,286.41,13,7
2025-01-20,PJ,bank_slip,intermediary,Bank Slip,uninformed,1,17618.62,17,10
2025-01-20,PJ,pos,intermediary,D1Anticipation,credit,1,1703272.26,16536,3205
2025-01-20,PF,tap,domination,D1Anticipation,credit,1,384.59,9,3
2025-01-20,PJ,tap,normal,D0/Nitro,credit,1,1725768.27,6010,4689
2025-01-20,PF,link,intermediary,D0/Nitro,credit,1,570,3,2
2025-01-20,PJ,pos,normal,D0/Nitro,credit,1,1650698.57,21668,9157
2025-01-20,PJ,pos,domination,D0/Nitro,debit,1,56670.27,864,50
2025-01-20,PJ,pos,aggressive,D0/Nitro,credit,1,166764.44,2010,442
2025-01-20,PF,tap,intermediary,D0/Nitro,debit,1,58,3,1
2025-01-20,PF,pos,intermediary,D1Anticipation,debit,1,267,3,2
2025-01-20,PJ,tap,normal,D1Anticipation,debit,1,341582.89,4770,3072
2025-01-20,PF,link,normal,D0/Nitro,credit,1,1567447.16,6227,5672
2025-01-20,PJ,link,aggressive,D1Anticipation,credit,1,224238.64,372,303
2025-01-20,PJ,pos,aggressive,D1Anticipation,credit,1,2506435.29,31861,7896
2025-01-20,PF,pos,normal,D1Anticipation,credit,1,57608.98,788,422
2025-01-20,PJ,link,intermediary,D0/Nitro,credit,1,10027.07,9,8
2025-01-20,PJ,link,domination,D1Anticipation,credit,1,78088.48,72,61
2025-01-20,PJ,bank_slip,domination,Bank Slip,uninformed,1,14969.55,17,6
2025-01-20,PJ,tap,aggressive,D1Anticipation,credit,1,259079.36,294,227
2025-01-20,PF,tap,normal,D1Anticipation,credit,2,1820958.32,3919,3747
2025-01-20,PF,link,normal,D1Anticipation,credit,2,743189.67,2203,2103
2025-01-20,PF,tap,intermediary,D1Anticipation,credit,2,300,1,1
2025-01-20,PF,tap,aggressive,D0/Nitro,credit,2,2442.66,5,4
2025-01-20,PJ,tap,intermediary,D0/Nitro,credit,2,3478.66,5,5
2025-01-20,PJ,tap,aggressive,D1Anticipation,credit,2,102342.33,101,91
2025-01-20,PF,tap,normal,D0/Nitro,credit,2,2770635.87,7684,7137
2025-01-20,PJ,link,normal,D1Anticipation,credit,2,1120489.45,2835,2592
2025-01-20,PJ,pos,normal,D0/Nitro,credit,2,525613.69,1412,1244
2025-01-20,PJ,pos,aggressive,D1Anticipation,credit,2,1133049.16,3614,2671
2025-01-20,PF,tap,domination,D1Anticipation,credit,2,1000,1,1
2025-01-20,PJ,pos,intermediary,D1Anticipation,credit,2,705494.3,2103,1371
2025-01-20,PF,pos,normal,D1Anticipation,credit,2,30885.55,100,79
2025-01-20,PF,link,aggressive,D1Anticipation,credit,2,2978.54,7,6
2025-01-20,PF,link,domination,D1Anticipation,credit,2,319.46,1,1
2025-01-20,PJ,pos,domination,D0/Nitro,credit,2,8577.21,25,17
2025-01-20,PF,tap,intermediary,D0/Nitro,credit,2,1626,2,2
2025-01-20,PF,tap,aggressive,D1Anticipation,credit,2,2796,2,2
2025-01-20,PJ,pos,domination,D1Anticipation,credit,2,401701.81,1222,648
2025-01-20,PJ,link,intermediary,D1Anticipation,credit,2,83179.77,192,151
2025-01-20,PJ,link,aggressive,D1Anticipation,credit,2,253950.34,390,320
2025-01-20,PJ,tap,aggressive,D0/Nitro,credit,2,9845.48,16,12
2025-01-20,PJ,link,domination,D1Anticipation,credit,2,59647.76,99,79
2025-01-20,PF,tap,domination,D0/Nitro,credit,2,50,1,1
2025-01-20,PF,link,normal,D0/Nitro,credit,2,851258.46,2513,2451
2025-01-20,PJ,tap,intermediary,D1Anticipation,credit,2,18419.64,28,27
2025-01-20,PJ,link,domination,D0/Nitro,credit,2,1932.26,5,5
2025-01-20,PJ,link,normal,D0/Nitro,credit,2,320732.11,746,708
2025-01-20,PJ,tap,normal,D1Anticipation,credit,2,746033.79,1341,1281
2025-01-20,PJ,tap,normal,D0/Nitro,credit,2,458380.07,867,814
2025-01-20,PJ,link,aggressive,D0/Nitro,credit,2,13660.09,28,26
2025-01-20,PJ,pos,aggressive,D0/Nitro,credit,2,35186,103,87
2025-01-20,PJ,link,intermediary,D0/Nitro,credit,2,11012.91,14,10
2025-01-20,PJ,pos,normal,D1Anticipation,credit,2,4309975.43,14291,12044
2025-01-20,PJ,tap,domination,D0/Nitro,credit,2,288,1,1
2025-01-20,PJ,pos,intermediary,D0/Nitro,credit,2,23540.52,71,37
2025-01-20,PF,pos,aggressive,D1Anticipation,credit,2,344.55,2,1
2025-01-20,PJ,tap,domination,D1Anticipation,credit,2,39567.77,11,10
2025-01-20,PF,pos,domination,D1Anticipation,credit,2,159.9,1,1
2025-01-20,PF,pos,normal,D0/Nitro,credit,2,5133.33,20,19
2025-01-20,PF,tap,normal,D1Anticipation,credit,3,2178173.55,3201,3086
2025-01-20,PJ,tap,normal,D0/Nitro,credit,3,439552.17,532,511
2025-01-20,PF,link,normal,D1Anticipation,credit,3,936563.28,1890,1790
2025-01-20,PJ,pos,normal,D0/Nitro,credit,3,495648.61,768,697
2025-01-20,PF,pos,normal,D1Anticipation,credit,3,49413.14,77,68
2025-01-20,PF,tap,intermediary,D0/Nitro,credit,3,1455.96,3,3
2025-01-20,PJ,tap,aggressive,D1Anticipation,credit,3,181980.83,85,78
2025-01-20,PF,pos,intermediary,D1Anticipation,credit,3,702,1,1
2025-01-20,PJ,tap,intermediary,D0/Nitro,credit,3,5298.87,3,2
2025-01-20,PJ,link,intermediary,D0/Nitro,credit,3,5959.81,10,8
2025-01-20,PJ,link,normal,D1Anticipation,credit,3,2218560.79,3002,2728
2025-01-20,PJ,pos,normal,D1Anticipation,credit,3,5397005.93,9417,8181
2025-01-20,PF,link,intermediary,D1Anticipation,credit,3,1114.64,2,2
2025-01-20,PF,tap,aggressive,D1Anticipation,credit,3,4745.04,6,6
2025-01-20,PJ,tap,domination,D1Anticipation,credit,3,14308.14,12,11
2025-01-20,PF,pos,aggressive,D1Anticipation,credit,3,3414,2,2
2025-01-20,PJ,pos,intermediary,D1Anticipation,credit,3,865864.8,1382,1004
2025-01-20,PF,link,normal,D0/Nitro,credit,3,920828.73,1774,1719
2025-01-20,PF,tap,aggressive,D0/Nitro,credit,3,2456.87,2,2
2025-01-20,PF,link,aggressive,D0/Nitro,credit,3,172,1,1
2025-01-20,PF,link,domination,D0/Nitro,credit,3,3000,2,1
2025-01-20,PF,link,aggressive,D1Anticipation,credit,3,4814.36,8,7
2025-01-20,PJ,tap,domination,D0/Nitro,credit,3,50000,1,1
2025-01-20,PJ,pos,aggressive,D1Anticipation,credit,3,1374329.22,2469,1951
2025-01-20,PJ,link,domination,D1Anticipation,credit,3,172257.14,121,76
2025-01-20,PF,pos,normal,D0/Nitro,credit,3,11032.77,10,10
2025-01-20,PF,link,domination,D1Anticipation,credit,3,179.9,1,1
2025-01-20,PJ,pos,domination,D1Anticipation,credit,3,493389.23,823,513
2025-01-20,PF,tap,domination,D1Anticipation,credit,3,600,1,1
2025-01-20,PJ,link,domination,D0/Nitro,credit,3,9473.82,20,9
2025-01-20,PJ,pos,domination,D0/Nitro,credit,3,26056.47,26,16
2025-01-20,PJ,link,intermediary,D1Anticipation,credit,3,211682.06,242,166
2025-01-20,PJ,tap,aggressive,D0/Nitro,credit,3,13281.11,8,8
2025-01-20,PF,tap,intermediary,D1Anticipation,credit,3,1700,1,1
2025-01-20,PF,tap,normal,D0/Nitro,credit,3,2215690,4197,3970
2025-01-20,PJ,link,aggressive,D1Anticipation,credit,3,362388.77,490,372
2025-01-20,PJ,pos,aggressive,D0/Nitro,credit,3,34253.6,69,58
2025-01-20,PJ,link,aggressive,D0/Nitro,credit,3,25347.79,41,30
2025-01-20,PJ,link,normal,D0/Nitro,credit,3,436943.5,620,593
2025-01-20,PJ,tap,intermediary,D1Anticipation,credit,3,48435.09,26,26
2025-01-20,PJ,pos,intermediary,D0/Nitro,credit,3,33487.21,38,27
2025-01-20,PJ,tap,normal,D1Anticipation,credit,3,1085358.18,1172,1113
2025-01-20,PJ,link,normal,D1Anticipation,credit,4,1333492.04,1293,1234
2025-01-20,PJ,pos,aggressive,D1Anticipation,credit,4,972108.39,1119,951
2025-01-20,PJ,tap,aggressive,D1Anticipation,credit,4,105216.57,69,59
2025-01-20,PF,pos,intermediary,D1Anticipation,credit,4,1500,1,1
2025-01-20,PF,link,intermediary,D1Anticipation,credit,4,6162.32,2,2
2025-01-20,PF,tap,domination,D1Anticipation,credit,4,825,1,1
2025-01-20,PF,link,normal,D1Anticipation,credit,4,701008.04,936,908
2025-01-20,PF,tap,aggressive,D1Anticipation,credit,4,2695,1,1
2025-01-20,PF,link,domination,D1Anticipation,credit,4,1075.9,4,2
2025-01-20,PJ,tap,normal,D1Anticipation,credit,4,877225.35,689,653
2025-01-20,PJ,link,domination,D1Anticipation,credit,4,79282.06,72,49
2025-01-20,PF,tap,intermediary,D1Anticipation,credit,4,1500,1,1
2025-01-20,PF,tap,normal,D0/Nitro,credit,4,2071165.79,2858,2718
2025-01-20,PJ,tap,normal,D0/Nitro,credit,4,316976.91,303,287
2025-01-20,PJ,pos,normal,D0/Nitro,credit,4,352797.64,373,351
2025-01-20,PJ,pos,domination,D0/Nitro,credit,4,14964.96,3,3
2025-01-20,PJ,tap,aggressive,D0/Nitro,credit,4,8229.31,4,4
2025-01-20,PJ,link,intermediary,D0/Nitro,credit,4,6824,3,3
2025-01-20,PJ,link,aggressive,D1Anticipation,credit,4,170949.6,182,153
2025-01-20,PF,link,normal,D0/Nitro,credit,4,693533.77,983,966
2025-01-20,PJ,pos,domination,D1Anticipation,credit,4,400643.97,412,307
2025-01-20,PJ,tap,intermediary,D1Anticipation,credit,4,24861.92,14,13
2025-01-20,PJ,link,normal,D0/Nitro,credit,4,303169.04,317,310
2025-01-20,PJ,link,intermediary,D1Anticipation,credit,4,121694.29,91,73
2025-01-20,PJ,pos,aggressive,D0/Nitro,credit,4,47307.32,51,46
2025-01-20,PF,pos,normal,D0/Nitro,credit,4,3335.47,6,6
2025-01-20,PJ,pos,normal,D1Anticipation,credit,4,3424217.85,3995,3640
2025-01-20,PJ,link,domination,D0/Nitro,credit,4,24333.51,11,6
2025-01-20,PJ,tap,intermediary,D0/Nitro,credit,4,2380.74,2,2
2025-01-20,PJ,link,aggressive,D0/Nitro,credit,4,7223.85,10,10
2025-01-20,PF,tap,domination,D0/Nitro,credit,4,4808.15,2,1
2025-01-20,PJ,pos,intermediary,D1Anticipation,credit,4,549359.88,673,530
2025-01-20,PF,tap,normal,D1Anticipation,credit,4,2142513.01,2394,2300
2025-01-20,PF,link,aggressive,D1Anticipation,credit,4,120,1,1
2025-01-20,PJ,pos,intermediary,D0/Nitro,credit,4,24538.24,18,17
2025-01-20,PJ,tap,domination,D1Anticipation,credit,4,13416.43,6,5
2025-01-20,PF,pos,normal,D1Anticipation,credit,4,24615.72,36,36
2025-01-20,PF,link,aggressive,D1Anticipation,credit,5,449.46,1,1
2025-01-20,PF,tap,aggressive,D1Anticipation,credit,5,11807.87,5,5
2025-01-20,PF,tap,intermediary,D1Anticipation,credit,5,3600,3,2
2025-01-20,PJ,tap,domination,D1Anticipation,credit,5,25706.55,8,7
2025-01-20,PJ,link,intermediary,D0/Nitro,credit,5,18912.43,11,10
2025-01-20,PJ,tap,intermediary,D0/Nitro,credit,5,1518,1,1
2025-01-20,PF,link,aggressive,D0/Nitro,credit,5,288.32,1,1
2025-01-20,PJ,pos,intermediary,D0/Nitro,credit,5,12690.26,8,7
2025-01-20,PF,tap,normal,D1Anticipation,credit,5,2098052.87,1924,1848
2025-01-20,PF,link,normal,D0/Nitro,credit,5,583243.35,738,717
2025-01-20,PJ,pos,intermediary,D1Anticipation,credit,5,540490.98,446,374
2025-01-20,PJ,link,intermediary,D1Anticipation,credit,5,88077.44,72,60
2025-01-20,PF,pos,normal,D0/Nitro,credit,5,8809.1,6,6
2025-01-20,PJ,link,normal,D1Anticipation,credit,5,1152207.14,853,804
2025-01-20,PF,pos,domination,D1Anticipation,credit,5,800,1,1
2025-01-20,PJ,link,aggressive,D1Anticipation,credit,5,188092.75,145,127
2025-01-20,PJ,tap,normal,D1Anticipation,credit,5,825169.55,569,547
2025-01-20,PF,link,normal,D1Anticipation,credit,5,618783.82,640,628
2025-01-20,PJ,pos,domination,D0/Nitro,credit,5,5368.97,6,6
2025-01-20,PF,link,intermediary,D0/Nitro,credit,5,2325,2,1
2025-01-20,PJ,link,domination,D0/Nitro,credit,5,4688.1,6,3
2025-01-20,PJ,tap,intermediary,D1Anticipation,credit,5,97118.05,27,20
2025-01-20,PJ,link,aggressive,D0/Nitro,credit,5,23875.43,11,9
2025-01-20,PF,link,domination,D1Anticipation,credit,5,700,1,1
2025-01-20,PJ,pos,domination,D1Anticipation,credit,5,445595.04,298,222
2025-01-20,PJ,tap,normal,D0/Nitro,credit,5,286768.14,226,222
2025-01-20,PJ,pos,aggressive,D0/Nitro,credit,5,21265.7,27,22
2025-01-20,PJ,tap,aggressive,D0/Nitro,credit,5,2725.98,2,2
2025-01-20,PJ,link,normal,D0/Nitro,credit,5,253784.32,231,228
2025-01-20,PJ,link,domination,D1Anticipation,credit,5,51884.27,45,32
2025-01-20,PJ,tap,aggressive,D1Anticipation,credit,5,74188.82,44,43
2025-01-20,PJ,pos,normal,D1Anticipation,credit,5,3040776.24,2685,2460
2025-01-20,PF,tap,normal,D0/Nitro,credit,5,1729351.46,1953,1850
2025-01-20,PJ,pos,aggressive,D1Anticipation,credit,5,824201.72,680,594
2025-01-20,PF,tap,aggressive,D0/Nitro,credit,5,500,1,1
2025-01-20,PF,pos,normal,D1Anticipation,credit,5,19901.9,20,18
2025-01-20,PJ,pos,normal,D0/Nitro,credit,5,300232.15,240,229
2025-01-20,PF,link,normal,D1Anticipation,credit,6,575207.52,499,490
2025-01-20,PF,link,normal,D0/Nitro,credit,6,543489.58,489,485
2025-01-20,PF,tap,domination,D1Anticipation,credit,6,4320,1,1
2025-01-20,PJ,tap,intermediary,D1Anticipation,credit,6,70003.11,15,15
2025-01-20,PJ,link,domination,D0/Nitro,credit,6,3350,1,1
2025-01-20,PJ,pos,intermediary,D0/Nitro,credit,6,15936.3,8,6
2025-01-20,PF,tap,normal,D1Anticipation,credit,6,1886651.37,1476,1426
2025-01-20,PJ,pos,normal,D1Anticipation,credit,6,3448146.23,2389,2127
2025-01-20,PJ,link,normal,D0/Nitro,credit,6,275001.05,192,186
2025-01-20,PJ,link,intermediary,D1Anticipation,credit,6,194903.77,97,77
2025-01-20,PJ,tap,domination,D1Anticipation,credit,6,73155.25,10,7
2025-01-20,PJ,link,intermediary,D0/Nitro,credit,6,31278.98,14,9
2025-01-20,PJ,link,aggressive,D1Anticipation,credit,6,271407.47,138,120
2025-01-20,PJ,link,domination,D1Anticipation,credit,6,161871.27,75,39
2025-01-20,PF,pos,normal,D1Anticipation,credit,6,14379.55,14,13
2025-01-20,PF,link,aggressive,D1Anticipation,credit,6,1627.88,1,1
2025-01-20,PJ,tap,aggressive,D0/Nitro,credit,6,3742.26,2,1
2025-01-20,PJ,link,aggressive,D0/Nitro,credit,6,20403.63,19,17
2025-01-20,PF,pos,intermediary,D1Anticipation,credit,6,348,1,1
2025-01-20,PJ,pos,domination,D0/Nitro,credit,6,1586.45,2,2
